x,y,value
4,19,39.189587
4,20,38.439816
4,21,36.14994
4,22,31.57087
4,23,29.087633
4,24,30.229204
4,25,31.169558
4,26,33.869656
4,27,34.488087
4,28,37.37435
4,29,41.574345
4,30,43.16933
4,31,43.305313
4,32,42.455013
4,33,42.344673
4,34,43.834007
4,35,49.358517
4,36,46.937634
4,37,47.722706
4,38,46.47085
4,39,43.987732
4,40,44.10869
4,41,48.016994
4,42,52.683758
4,43,56.9433
4,44,57.545506
4,45,53.886406
4,46,53.768875
4,47,47.236862
4,48,43.831577
4,49,44.32296
4,50,45.278378
4,51,48.08172
4,52,45.145683
4,53,43.671597
4,54,43.778275
4,55,45.716877
4,56,49.94566
4,57,51.20856
4,58,49.255028
4,59,45.221867
4,60,39.53124
4,61,42.839977
4,62,45.516407
4,63,49.220955
4,64,55.46388
4,65,58.19449
4,66,52.86807
4,67,46.76099
4,68,42.60603
4,69,38.974785
4,70,38.002728
4,71,39.660534
4,72,32.75016
4,73,29.450497
4,74,31.179789
4,75,28.463163
4,76,27.992743
4,77,27.28014
4,78,29.962618
4,79,34.54632
4,80,36.722435
4,81,37.28279
4,82,38.15259
4,83,39.836586
4,84,42.5398
4,85,41.92035
4,86,45.921986
4,87,52.544117
4,88,57.898563
4,89,61.73547
4,90,65.14559
4,91,61.91281
4,92,55.218918
4,93,49.3503
4,94,46.583633
4,95,45.31897
4,96,41.40771
4,97,40.205364
4,98,42.42043
4,99,45.249874
5,0,50.74067
5,1,51.611137
5,2,57.79485
5,3,63.514637
5,4,67.97382
5,5,72.18874
5,6,68.07648
5,7,61.42669
5,8,59.888924
5,9,64.85951
5,10,70.00429
5,11,66.93441
5,12,61.334335
5,13,56.303207
5,14,53.842705
5,15,53.9672
5,16,46.22599
5,17,39.577526
5,18,39.49072
5,19,44.53622
5,20,46.358288
5,21,42.46515
5,22,31.42314
5,23,28.413635
5,24,33.416206
5,25,33.796196
5,26,35.70622
5,27,33.52208
5,28,35.071148
5,29,40.720383
5,30,41.909847
5,31,43.652725
5,32,40.505898
5,33,40.407986
5,34,43.063824
5,35,48.176216
5,36,46.466873
5,37,47.532986
5,38,46.901962
5,39,45.21898
5,40,42.81541
5,41,47.716328
5,42,53.770042
5,43,58.860676
5,44,59.290905
5,45,53.92366
5,46,54.012657
5,47,47.998817
5,48,43.513287
5,49,41.741558
5,50,44.611816
5,51,46.530556
5,52,46.233196
5,53,45.574677
5,54,43.751896
5,55,40.642735
5,56,46.90002
5,57,48.030895
5,58,44.563164
5,59,39.34674
5,60,38.703995
5,61,41.063175
5,62,44.83274
5,63,48.154575
5,64,52.179367
5,65,55.584465
5,66,51.456486
5,67,44.24969
5,68,40.962776
5,69,41.366837
5,70,41.22025
5,71,41.925526
5,72,32.65076
5,73,27.979206
5,74,28.84985
5,75,25.853699
5,76,23.786024
5,77,23.452837
5,78,24.830502
5,79,25.494665
5,80,30.446032
5,81,32.692974
5,82,36.74069
5,83,37.965973
5,84,38.615547
5,85,44.175114
5,86,46.39796
5,87,50.779312
5,88,57.40113
5,89,65.02379
5,90,65.29715
5,91,61.285305
5,92,51.709652
5,93,45.2143
5,94,44.011013
5,95,46.929085
5,96,41.81184
5,97,42.379143
5,98,45.091408
5,99,47.299786
6,0,52.993435
6,1,50.397724
6,2,54.889114
6,3,61.70396
6,4,68.24871
6,5,67.37119
6,6,67.347244
6,7,64.56141
6,8,63.095547
6,9,65.18922
6,10,69.06635
6,11,68.9009
6,12,61.486538
6,13,56.073143
6,14,54.17245
6,15,49.849705
6,16,45.887
6,17,40.62971
6,18,41.701515
6,19,47.19735
6,20,47.97863
6,21,44.776463
6,22,35.72736
6,23,32.05585
6,24,35.42223
6,25,36.743217
6,26,35.961975
6,27,35.659523
6,28,37.824024
6,29,41.421665
6,30,42.436478
6,31,42.059845
6,32,40.314465
6,33,41.351166
6,34,44.314175
6,35,44.303738
6,36,47.2986
6,37,50.0924
6,38,51.35398
6,39,52.091312
6,40,51.25208
6,41,52.39629
6,42,52.996677
6,43,55.59756
6,44,57.381207
6,45,54.288353
6,46,51.113224
6,47,45.638226
6,48,41.717724
6,49,39.62046
6,50,42.236908
6,51,42.910954
6,52,42.215202
6,53,41.10468
6,54,40.19144
6,55,42.581856
6,56,43.172497
6,57,43.64053
6,58,42.607628
6,59,41.61196
6,60,39.32254
6,61,38.625248
6,62,42.74538
6,63,45.99227
6,64,47.99021
6,65,50.825726
6,66,48.413338
6,67,43.60624
6,68,41.68369
6,69,43.511353
6,70,43.129093
6,71,41.13944
6,72,32.36745
6,73,27.842232
6,74,28.063509
6,75,27.335516
6,76,26.385487
6,77,23.22369
6,78,24.61869
6,79,28.028736
6,80,28.61238
6,81,29.794231
6,82,33.59129
6,83,35.833443
6,84,39.19666
6,85,47.9875
6,86,48.210823
6,87,54.518097
6,88,60.090916
6,89,62.192333
6,90,65.06074
6,91,59.61382
6,92,57.226414
6,93,51.853924
6,94,45.361588
6,95,47.07058
6,96,45.806984
6,97,47.385548
6,98,49.539383
6,99,50.820744
7,0,52.238113
7,1,51.199577
7,2,53.915684
7,3,58.749462
7,4,62.70916
7,5,65.3407
7,6,67.5717
7,7,66.24735
7,8,65.46412
7,9,68.48398
7,10,72.17008
7,11,70.74619
7,12,64.13812
7,13,58.550285
7,14,54.91365
7,15,50.163013
7,16,45.563282
7,17,42.77132
7,18,44.419994
7,19,47.001137
7,20,43.899353
7,21,44.681595
7,22,40.63572
7,23,37.728603
7,24,40.327785
7,25,42.79974
7,26,39.486652
7,27,38.617775
7,28,40.008404
7,29,40.504562
7,30,39.883366
7,31,42.16959
7,32,38.675697
7,33,37.48217
7,34,39.096893
7,35,41.013954
7,36,47.90661
7,37,54.877808
7,38,57.587856
7,39,56.959618
7,40,57.28777
7,41,54.184372
7,42,55.06109
7,43,54.49241
7,44,51.18044
7,45,48.135128
7,46,44.010048
7,47,42.78541
7,48,40.805237
7,49,36.703545
7,50,35.86839
7,51,37.233906
7,52,37.080925
7,53,36.78582
7,54,38.188934
7,55,37.797962
7,56,39.178024
7,57,42.381065
7,58,42.856426
7,59,41.54268
7,60,40.84368
7,61,42.012894
7,62,43.561733
7,63,44.55086
7,64,43.25397
7,65,43.907726
7,66,41.631462
7,67,39.588005
7,68,39.234657
7,69,43.17411
7,70,44.32849
7,71,41.466022
7,72,34.99664
7,73,32.44484
7,74,33.074516
7,75,30.884733
7,76,30.19394
7,77,24.367832
7,78,24.143406
7,79,27.653425
7,80,28.139437
7,81,30.085594
7,82,33.516678
7,83,36.660088
7,84,42.383724
7,85,48.562817
7,86,53.30678
7,87,56.568455
7,88,60.19439
7,89,59.578236
7,90,60.88113
7,91,59.082825
7,92,59.271915
7,93,55.273438
7,94,48.86702
7,95,45.94441
7,96,45.20454
7,97,48.947662
7,98,51.325012
7,99,51.568813
8,0,50.548237
8,1,50.1389
8,2,52.22396
8,3,55.97868
8,4,59.000908
8,5,63.662018
8,6,66.923355
8,7,66.935196
8,8,67.64603
8,9,71.805725
8,10,75.47736
8,11,73.41487
8,12,66.58182
8,13,59.509872
8,14,53.395832
8,15,48.127853
8,16,45.24132
8,17,43.378952
8,18,45.745003
8,19,49.085968
8,20,46.710087
8,21,46.908188
8,22,44.50531
8,23,41.946915
8,24,43.355103
8,25,46.507915
8,26,42.90127
8,27,41.87109
8,28,43.460674
8,29,44.337013
8,30,43.05543
8,31,45.725597
8,32,40.958965
8,33,37.929134
8,34,37.87661
8,35,39.750748
8,36,47.98883
8,37,57.8765
8,38,63.14093
8,39,63.68103
8,40,64.88916
8,41,59.2947
8,42,57.413013
8,43,53.011097
8,44,46.136692
8,45,40.732117
8,46,37.037773
8,47,38.192577
8,48,38.16531
8,49,34.99009
8,50,32.9732
8,51,33.281578
8,52,33.76091
8,53,33.391922
8,54,34.06954
8,55,31.952698
8,56,34.865494
8,57,39.36318
8,58,41.67508
8,59,41.800465
8,60,42.51364
8,61,45.46059
8,62,44.785328
8,63,43.189777
8,64,39.916603
8,65,40.37773
8,66,38.008564
8,67,37.118904
8,68,37.629757
8,69,42.277832
8,70,45.155083
8,71,41.387157
8,72,35.810665
8,73,35.018776
8,74,37.235703
8,75,35.18317
8,76,32.5206
8,77,25.310856
8,78,23.120708
8,79,24.754047
8,80,25.152618
8,81,27.949568
8,82,33.01715
8,83,37.445667
8,84,43.829365
8,85,48.6447
8,86,55.241333
8,87,56.80241
8,88,59.616013
8,89,59.113647
8,90,58.259346
8,91,58.758648
8,92,59.010345
8,93,56.508987
8,94,52.598297
8,95,48.129326
8,96,46.395115
8,97,49.59941
8,98,51.77906
8,99,52.49479
9,0,46.788532
9,1,45.23017
9,2,47.193203
9,3,51.370464
9,4,56.56484
9,5,61.139782
9,6,65.15369
9,7,67.71837
9,8,70.17328
9,9,73.425026
9,10,75.9587
9,11,74.52891
9,12,66.430534
9,13,56.826572
9,14,46.863064
9,15,40.471775
9,16,42.762955
9,17,43.149452
9,18,46.691364
9,19,53.73086
9,20,56.254448
9,21,52.33146
9,22,49.756123
9,23,46.880512
9,24,44.612278
9,25,46.334724
9,26,44.833527
9,27,44.878056
9,28,47.71168
9,29,52.345337
9,30,51.605225
9,31,52.343975
9,32,48.029137
9,33,44.58552
9,34,43.051987
9,35,42.279167
9,36,48.919464
9,37,58.291286
9,38,65.89212
9,39,69.31213
9,40,70.43859
9,41,65.64978
9,42,59.47232
9,43,52.03607
9,44,43.977314
9,45,34.152664
9,46,33.509422
9,47,36.949436
9,48,38.33384
9,49,37.287155
9,50,35.825245
9,51,34.006638
9,52,36.40948
9,53,35.36686
9,54,32.057518
9,55,29.830275
9,56,33.562393
9,57,36.49431
9,58,39.942314
9,59,42.04079
9,60,43.083855
9,61,47.57529
9,62,46.79458
9,63,43.284874
9,64,38.172375
9,65,38.801968
9,66,37.15761
9,67,37.128197
9,68,38.009323
9,69,42.039387
9,70,45.946476
9,71,41.163246
9,72,34.321983
9,73,34.07302
9,74,36.93065
9,75,35.409
9,76,30.541683
9,77,25.653625
9,78,22.168728
9,79,19.997824
9,80,19.719208
9,81,22.916245
9,82,30.994633
9,83,36.942245
9,84,43.80728
9,85,50.256313
9,86,55.75694
9,87,58.212482
9,88,61.2259
9,89,60.490746
9,90,56.161587
9,91,58.940483
9,92,60.14384
9,93,58.778988
9,94,55.808247
9,95,51.263706
9,96,48.07936
9,97,48.428936
9,98,50.28413
9,99,54.02654
10,0,44.42525
10,1,43.643055
10,2,46.782444
10,3,52.02395
10,4,58.630497
10,5,60.16676
10,6,63.53394
10,7,66.27814
10,8,69.106895
10,9,71.75597
10,10,72.65984
10,11,73.29329
10,12,64.91067
10,13,54.210358
10,14,42.950325
10,15,41.789894
10,16,38.514923
10,17,43.882717
10,18,49.379963
10,19,56.35664
10,20,59.868134
10,21,55.441837
10,22,52.972614
10,23,50.876446
10,24,47.812904
10,25,44.404396
10,26,42.791214
10,27,43.87919
10,28,47.538948
10,29,54.24655
10,30,55.221493
10,31,54.706062
10,32,51.19199
10,33,48.53166
10,34,47.581516
10,35,46.399696
10,36,54.38868
10,37,60.1213
10,38,66.63522
10,39,70.466606
10,40,68.917786
10,41,71.92289
10,42,65.775856
10,43,55.413895
10,44,42.413773
10,45,29.367083
10,46,31.608671
10,47,36.089127
10,48,37.351486
10,49,36.4987
10,50,37.12293
10,51,35.584225
10,52,39.056034
10,53,37.925983
10,54,32.908516
10,55,29.505098
10,56,33.635456
10,57,39.699043
10,58,43.735287
10,59,42.894974
10,60,44.215088
10,61,46.30035
10,62,46.468273
10,63,43.835022
10,64,39.32007
10,65,33.925392
10,66,35.00002
10,67,37.893127
10,68,40.272774
10,69,43.38464
10,70,40.027225
10,71,40.432335
10,72,35.917076
10,73,35.821262
10,74,35.69338
10,75,28.304487
10,76,27.378487
10,77,25.398815
10,78,22.371077
10,79,19.473019
10,80,21.033066
10,81,22.495714
10,82,29.299128
10,83,34.61035
10,84,42.116196
10,85,52.326595
10,86,57.25916
10,87,61.73595
10,88,63.67203
10,89,59.393005
10,90,56.92181
10,91,60.68772
10,92,62.67109
10,93,60.577583
10,94,55.306824
10,95,50.61297
10,96,50.309265
10,97,48.16168
10,98,47.89664
10,99,51.12539
11,0,51.625824
11,1,46.914795
11,2,48.400837
11,3,52.475883
11,4,57.27307
11,5,63.602264
11,6,66.60674
11,7,69.35394
11,8,70.92983
11,9,71.118774
11,10,70.56201
11,11,70.02569
11,12,64.02347
11,13,54.79939
11,14,44.695602
11,15,42.70535
11,16,40.17874
11,17,43.02632
11,18,47.602737
11,19,53.667473
11,20,53.18099
11,21,52.770943
11,22,51.569706
11,23,48.942493
11,24,43.954937
11,25,40.96537
11,26,41.42493
11,27,42.395836
11,28,45.610188
11,29,51.524292
11,30,51.883316
11,31,48.006264
11,32,45.549263
11,33,44.014523
11,34,44.287518
11,35,43.72842
11,36,51.550156
11,37,59.712082
11,38,66.724396
11,39,70.14477
11,40,68.79546
11,41,68.062675
11,42,61.569435
11,43,51.832695
11,44,40.21133
11,45,32.571346
11,46,32.61916
11,47,38.29161
11,48,39.29637
11,49,36.264004
11,50,37.341576
11,51,36.58491
11,52,37.341526
11,53,35.41236
11,54,32.628845
11,55,35.071953
11,56,33.451836
11,57,38.99114
11,58,44.11404
11,59,45.75401
11,60,48.15274
11,61,49.304493
11,62,47.306053
11,63,43.17372
11,64,38.133827
11,65,35.29606
11,66,36.20745
11,67,36.973022
11,68,38.157394
11,69,40.41887
11,70,41.811012
11,71,40.14133
11,72,37.522797
11,73,36.845512
11,74,34.836105
11,75,33.486385
11,76,31.024513
11,77,29.115227
11,78,26.946909
11,79,26.37237
11,80,24.002808
11,81,24.599468
11,82,31.19686
11,83,37.08133
11,84,42.920773
11,85,48.271828
11,86,52.77952
11,87,59.7367
11,88,63.13811
11,89,60.90908
11,90,60.437107
11,91,61.925507
11,92,61.93734
11,93,59.869694
11,94,55.58919
11,95,49.45911
11,96,50.974655
11,97,47.87546
11,98,47.166477
11,99,51.097923
12,0,54.67507
12,1,49.74719
12,2,47.544773
12,3,50.39124
12,4,54.26589
12,5,59.42393
12,6,63.98453
12,7,70.48907
12,8,72.50089
12,9,69.76175
12,10,65.45719
12,11,64.902794
12,12,61.75213
12,13,55.212963
12,14,48.77858
12,15,47.877144
12,16,43.555622
12,17,42.991276
12,18,46.43915
12,19,51.42976
12,20,50.888424
12,21,52.257736
12,22,53.275345
12,23,49.933426
12,24,41.38346
12,25,38.763855
12,26,38.367702
12,27,41.827156
12,28,43.448338
12,29,43.431557
12,30,43.72203
12,31,41.263794
12,32,42.18691
12,33,41.294186
12,34,40.452175
12,35,43.39995
12,36,49.52608
12,37,60.043144
12,38,66.52206
12,39,68.47748
12,40,68.74616
12,41,65.42495
12,42,59.664883
12,43,52.417046
12,44,43.765144
12,45,36.118317
12,46,34.52615
12,47,38.330322
12,48,40.61485
12,49,40.97316
12,50,40.363724
12,51,40.59711
12,52,37.499954
12,53,34.9288
12,54,35.422882
12,55,38.090588
12,56,38.909668
12,57,42.326294
12,58,46.620415
12,59,49.63526
12,60,49.354332
12,61,47.277004
12,62,46.686646
12,63,43.589935
12,64,38.884323
12,65,37.68067
12,66,37.167255
12,67,38.79733
12,68,39.703568
12,69,38.18068
12,70,36.601627
12,71,37.19389
12,72,37.15892
12,73,37.24645
12,74,35.466213
12,75,35.000744
12,76,37.32432
12,77,36.852413
12,78,34.53284
12,79,34.783215
12,80,30.568161
12,81,33.2681
12,82,35.543537
12,83,38.49723
12,84,39.26202
12,85,40.684277
12,86,50.146336
12,87,57.468693
12,88,59.776764
12,89,58.52145
12,90,60.22254
12,91,61.501312
12,92,58.547867
12,93,56.14415
12,94,53.385075
12,95,50.11456
12,96,48.685844
12,97,48.6578
12,98,49.0804
12,99,51.835365
13,0,54.44248
13,1,51.04149
13,2,48.000782
13,3,50.1988
13,4,53.441994
13,5,56.42782
13,6,62.837284
13,7,68.358086
13,8,68.90993
13,9,65.35446
13,10,61.62066
13,11,61.293118
13,12,59.91857
13,13,55.82868
13,14,51.37898
13,15,49.613796
13,16,45.819942
13,17,45.559933
13,18,48.299007
13,19,51.79851
13,20,52.875225
13,21,53.81775
13,22,54.89252
13,23,51.22469
13,24,41.912148
13,25,39.138775
13,26,39.00745
13,27,41.17366
13,28,40.948498
13,29,39.1878
13,30,39.467644
13,31,38.759834
13,32,40.71476
13,33,40.754215
13,34,40.422935
13,35,44.122856
13,36,48.30893
13,37,57.99532
13,38,63.182545
13,39,63.826782
13,40,63.38185
13,41,59.702946
13,42,57.35694
13,43,52.71083
13,44,45.32345
13,45,38.749214
13,46,37.9466
13,47,40.44654
13,48,43.63399
13,49,46.751423
13,50,45.602886
13,51,46.21896
13,52,41.85773
13,53,38.849884
13,54,39.47527
13,55,41.854404
13,56,45.027813
13,57,46.5399
13,58,48.876778
13,59,50.691807
13,60,48.053677
13,61,46.375683
13,62,47.194954
13,63,44.221294
13,64,38.517048
13,65,38.207005
13,66,35.26985
13,67,37.24806
13,68,38.107048
13,69,35.643288
13,70,33.29343
13,71,35.077347
13,72,36.286873
13,73,37.956104
13,74,38.330006
13,75,39.21155
13,76,42.67814
13,77,41.91781
13,78,38.89051
13,79,38.605366
13,80,36.070858
13,81,37.576794
13,82,38.426872
13,83,40.17714
13,84,39.78599
13,85,40.073772
13,86,47.77887
13,87,52.843784
13,88,54.034626
13,89,52.920185
13,90,55.122925
13,91,56.842087
13,92,54.698956
13,93,53.1757
13,94,51.54032
13,95,50.072365
13,96,48.019592
13,97,48.78135
13,98,48.901524
13,99,49.87062
14,0,53.645695
14,1,53.216225
14,2,52.10858
14,3,53.938206
14,4,55.128277
14,5,54.96496
14,6,63.074936
14,7,64.217285
14,8,62.232685
14,9,61.07098
14,10,62.482704
14,11,62.792374
14,12,62.435646
14,13,59.781734
14,14,53.521484
14,15,47.915848
14,16,46.17485
14,17,48.966858
14,18,51.47485
14,19,53.101784
14,20,56.344086
14,21,55.76158
14,22,54.683136
14,23,50.905273
14,24,43.65346
14,25,40.20084
14,26,42.606213
14,27,41.893726
14,28,40.196438
14,29,40.091724
14,30,39.77328
14,31,40.4684
14,32,39.85337
14,33,40.55014
14,34,42.13719
14,35,43.475212
14,36,46.788994
14,37,54.6507
14,38,58.543606
14,39,57.025547
14,40,52.933334
14,41,51.447083
14,42,55.008472
14,43,52.505028
14,44,45.677464
14,45,42.434708
14,46,43.111046
14,47,43.0128
14,48,46.26542
14,49,51.968414
14,50,52.61734
14,51,51.31247
14,52,45.99899
14,53,42.566605
14,54,41.1498
14,55,43.614723
14,56,47.965805
14,57,48.216316
14,58,48.399944
14,59,47.63443
14,60,44.096027
14,61,46.689587
14,62,49.598278
14,63,45.751717
14,64,37.11387
14,65,36.38523
14,66,30.577806
14,67,31.396553
14,68,32.015087
14,69,30.893942
14,70,29.860996
14,71,32.98
14,72,36.97252
14,73,41.137077
14,74,45.15333
14,75,48.18629
14,76,48.41993
14,77,44.794254
14,78,40.938065
14,79,40.62799
14,80,43.429123
14,81,38.94174
14,82,37.54083
14,83,39.477573
14,84,43.569828
14,85,46.669846
14,86,45.22807
14,87,43.851185
14,88,44.0078
14,89,44.27642
14,90,46.499218
14,91,47.673435
14,92,47.55459
14,93,48.077126
14,94,50.689133
14,95,52.29627
14,96,51.64079
14,97,49.702686
14,98,47.87225
14,99,45.247677
15,0,54.822357
15,1,57.067894
15,2,55.5912
15,3,56.63434
15,4,57.625317
15,5,59.93186
15,6,59.69819
15,7,62.108833
15,8,61.202854
15,9,60.921776
15,10,60.53362
15,11,60.87601
15,12,60.15292
15,13,58.844387
15,14,53.821518
15,15,50.645138
15,16,45.56777
15,17,48.257664
15,18,52.323402
15,19,57.03443
15,20,57.408916
15,21,61.218166
15,22,55.521507
15,23,50.1018
15,24,45.01465
15,25,40.780792
15,26,40.502575
15,27,40.103626
15,28,37.90383
15,29,37.042572
15,30,36.77046
15,31,40.034798
15,32,34.8266
15,33,35.094803
15,34,39.652843
15,35,40.632004
15,36,46.19589
15,37,55.494595
15,38,58.507072
15,39,53.14044
15,40,47.769375
15,41,49.244205
15,42,51.19592
15,43,48.792984
15,44,45.575253
15,45,44.548203
15,46,44.8955
15,47,46.55723
15,48,49.441536
15,49,52.649265
15,50,56.11478
15,51,51.545204
15,52,48.40125
15,53,46.58773
